Record_number,Entry_date,Study_number,Author,Duplicate_record,Quality_flag,Contributor,Country,Region,Site_name,Study_midyear,YearsOfData,Latitude,Longitude,Elevation,Manipulation,Manipulation_level,Age_ecosystem,Age_disturbance,Species,Biome,Ecosystem_type,Ecosystem_state,Leaf_habit,Stage,Soil_type,Soil_drainage,Soil_BD,Soil_CN,Soil_sand,Soil_silt,Soil_clay,MAT,MAP,PET,Study_temp,Study_precip,Meas_method,Meas_interval,Annual_coverage,Partition_method,Rs_annual,Rs_annual_err,Rs_interann_err,Rs_max,Rs_maxday,Rs_min,Rs_minday,Rlitter_annual,Ra_annual,Rh_annual,RC_annual,Rs_spring,Rs_summer,Rs_autumn,Rs_winter,Rs_growingseason,Rs_wet,Rs_dry,RC_seasonal,RC_season,Model_type,Temp_effect,Model_output_units,Model_temp_min,Model_temp_max,Model_N,Model_R2,T_depth,Model_paramA,Model_paramB,Model_paramC,Model_paramD,Model_paramE,WC_effect,R10,Q10_0_10,Q10_5_15,Q10_10_20,Q10_0_20,Q10_other1,Q10_other1_temp_min,Q10_other1_temp_max,Q10_other2,Q10_other2_temp_min,Q10_other2_temp_max,GPP,ER,NEP,NPP,ANPP,BNPP,NPP_FR,TBCA,Litter_flux,Rootlitter_flux,TotDet_flux,Ndep,LAI,BA,C_veg_total,C_AG,C_BG,C_CR,C_FR,C_litter,C_soilmineral,C_soildepth,Notes,Lat_Adj,Long_Adj,Lat_Round,Long_Round,MAP_Del,MAT_Del,PAnnual_Del,TAnnual_Del,Year,PRECIP_SD,TAIR_SD,SPI,Study_TS_Annual
2446,00:00.0,3700,Zhang,,,BBL,China,,Dinghushan Mountain National Reserve,2003.5,2,23.17,112.53,,None,,,,Pinus massoniana,Subtropical,Forest,Natural,Evergreen,Mature,Lateritic red earths,Dry,1.32,,,,,20.8,1956,,,1298,Gas chromatography,30,1,,1075,3,,,,,,192,,,,,,,,,,,,,"Exponential, R=a exp(b(T-c))",Positive,mg CO2/m2/hr,10,30,106,0.55,5,112.14,0.06,0,,,Positive,1.32,,,2.38,,,,,,,,,,,,,,,,165.5,,,,3.6,,6100,,,,,,,,,-0.17,0.47,23.25,112.75,1715.28,21.99,1435.9,22.23,2004,284.431,0.362,-0.982,21.5
2364,00:00.0,3710,Zhou,,,BBL,USA,Oklahoma,Great Plains Apiaries,2003,1,34.98,-97.52,,None,,,,Grasses (mix),Temperate,Grassland,Natural,Deciduous,Mature,Silt loam,Dry,,,35,55,10,16.3,915,,,,IRGA,30,1,,835,73,,,,,,,,,,,,,,,,,,,"Exponential, R=a exp(b(T-c))",Positive,umol CO2/m2/s,6,33,,0.73,5,0.44,0.08,0,,,,0.98,,2.23,2.23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.02,-0.48,34.75,-97.75,886.94,16.45,600.1,16.54,2003,179.368,0.581,-1.599,17.351
2368,00:00.0,3710,Zhou,,,BBL,USA,Oklahoma,Great Plains Apiaries,2002,1,34.98,-97.52,,None,,,,Grasses (mix),Temperate,Grassland,Natural,Deciduous,Mature,Silt loam,Dry,,,35,55,10,16.3,915,,,,IRGA,30,1,,1131,93,180,,,,,,,,,,,,,,,,,,"Exponential, R=a exp(b(T-c))",Positive,umol CO2/m2/s,7,29,,0.77,5,0.67,0.08,0,,,,1.49,,2.23,2.23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.02,-0.48,34.75,-97.75,886.94,16.45,924.5,15.61,2002,179.368,0.581,0.209,17.351
2369,00:00.0,3710,Zhou,,,BBL,USA,Oklahoma,Great Plains Apiaries,2003,1,34.98,-97.52,,None,,,,Grasses (mix),Temperate,Grassland,Natural,Deciduous,Mature,Silt loam,Dry,,,35,55,10,16.3,915,,,,IRGA,30,1,,877,69,180,,,,,,,,,,,,,,,,,,"Exponential, R=a exp(b(T-c))",Positive,umol CO2/m2/s,2,32,,0.69,5,0.45,0.09,0,,,,1.11,2.46,2.46,2.46,2.46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.02,-0.48,34.75,-97.75,886.94,16.45,600.1,16.54,2003,179.368,0.581,-1.599,17.351
3080,00:00.0,3801,Du,,,BBL,China,Hubei,,2004.5,1.5,30.03,114.37,,None,,,,,Temperate,Agriculture,Managed,Deciduous,Aggrading,,Wet,,,59,34,6,16.8,577,,,,IRGA,7,1,,307.9090909,,,,,,,,,,,,,,,,,,,,"Exponential, R=a exp(b(T-c))",Positive,mg CO2/m2/hr,4,31,,0.6,5,39.449,0.0414,0,,,None,0.37,,2.08,2.08,,2.08,4,31,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.03,-0.37,30.25,114.25,1332.74,17.06,1624.2,17.45,2005,244.117,0.513,1.194,17.939
3081,00:00.0,3801,Du,,,BBL,China,Hubei,,2004.5,1.5,30.03,114.37,,None,,,,,Temperate,Forest,Natural,Deciduous,Mature,,Dry,,,49,49,2,16.8,577,,,,IRGA,7,1,,172.3636364,,,,,,,,,,,,,,,,,,,,"Exponential, R=a exp(b(T-c))",Positive,mg CO2/m2/hr,5,31,,0.57,5,4.3737,0.1018,0,,,None,0.19,,2.4,2.4,,2.4,5,31,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.03,-0.37,30.25,114.25,1332.74,17.06,1624.2,17.45,2005,244.117,0.513,1.194,17.939
3082,00:00.0,3801,Du,,,BBL,China,Hubei,,2004.5,1.5,30.03,114.37,,None,,,,,Temperate,Forest,Natural,Deciduous,Mature,,Dry,,,18,80,2,16.8,577,,,,IRGA,7,1,,145.3636364,,,,,,,,,,,,,,,,,,,,"Exponential, R=a exp(b(T-c))",Positive,mg CO2/m2/hr,4,28,,0.75,5,11.301,0.073,0,,,None,0.16,,2.49,2.49,,2.49,4,28,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.03,-0.37,30.25,114.25,1332.74,17.06,1624.2,17.45,2005,244.117,0.513,1.194,17.939
3083,00:00.0,3801,Du,,,BBL,China,Hubei,,2004.5,1.5,30.03,114.37,,None,,,,,Temperate,Forest,Managed,Deciduous,Mature,,Dry,,,51,47,2,16.8,577,,,,IRGA,7,1,,225.8181818,,,,,,,,,,,,,,,,,,,,"Exponential, R=a exp(b(T-c))",Positive,mg CO2/m2/hr,5,34,,0.72,5,16.734,0.0632,0,,,None,0.07,,3.72,3.72,,3.72,5,34,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.03,-0.37,30.25,114.25,1332.74,17.06,1624.2,17.45,2005,244.117,0.513,1.194,17.939
2806,00:00.0,3873,Hui,,,BBL,China,,,2004.5,1.3,22.68,112.9,,None,,,,Pinus elliottii; Pinus massoniana,Temperate,Forest,Natural,Evergreen,Mature,,Dry,,,,,,,,,,,Gas chromatography,7,1,,535,25,,,,,,97,,,,,,,,,,,,,"Exponential, R=a exp(b(T-c))",Positive,mg CO2/m2/hr,5,30,,0.77,5,21.62,0.097,0,,,,0.36,,2.64,2.64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.32,0.1,22.75,112.75,1705.67,21.87,1355.4,21.92,2005,299.546,0.36,-1.169,20.286
2807,00:00.0,3873,Hui,,,BBL,China,,,2004.5,1.3,22.68,112.9,,None,,,,Mix,Temperate,Forest,Managed,Deciduous,Mature,,Dry,,,,,,,,,,,Gas chromatography,7,1,,1789,87,,,,,,341,,,,,,,,,,,,,"Exponential, R=a exp(b(T-c))",Positive,mg CO2/m2/hr,5,30,,0.34,5,174.09,0.062,0,,,,2.04,,1.86,1.86,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.32,0.1,22.75,112.75,1705.67,21.87,1355.4,21.92,2005,299.546,0.36,-1.169,20.286
1004,00:00.0,3885,Jassal,,,BBL,Canada,British Columbia,Campbell River,2003,1,49.87,-125.33,,None,,,54,Pseudotsuga mensiesii,Temperate,Forest,Natural,Evergreen,Mature,Humo-ferric podzol,Dry,,,,,,8.6,1450,,8.5,,IRGA,0.1,1,Exclusion,932,,43,,,,,,373,559,0.6,,,,,,,,,,"Q10, R=a b^((T-c)/10)",Positive,umol CO2/m2/s,2,18,,0.96,5,2.61,4.46,10,,,Mixed,2.61,4.46,4.46,4.46,4.46,,,,,,,1761,,306,855,,,,,,,,,,72.7,,,,,,,,,,0.13,0.33,49.75,-125.25,1480.27,4.67,1493.7,5.5,2003,262.235,0.706,0.051,7.618
1005,00:00.0,3885,Jassal,,,BBL,Canada,British Columbia,Campbell River,2004,1,49.87,-125.33,,None,,,55,Pseudotsuga mensiesii,Temperate,Forest,Natural,Evergreen,Mature,Humo-ferric podzol,Dry,,,,,,8.6,1450,,8.8,,IRGA,0.1,1,Exclusion,1016,,43,,,,,,406,610,0.6,,,,,,,,,,"Q10, R=a b^((T-c)/10)",Positive,umol CO2/m2/s,2,18,,0.95,5,2.55,4.27,10,,,Mixed,2.55,4.27,4.27,4.27,4.27,,,,,,,1789,,194,804,,,,,,,,,,72.7,,,,,,,,,,0.13,0.33,49.75,-125.25,1480.27,4.67,1407.7,6.25,2004,262.235,0.706,-0.277,7.618
1006,00:00.0,3885,Jassal,,,BBL,Canada,British Columbia,Campbell River,2005,1,49.87,-125.33,,None,,,56,Pseudotsuga mensiesii,Temperate,Forest,Natural,Evergreen,Mature,Humo-ferric podzol,Dry,,,,,,8.6,1450,,8.3,,IRGA,0.1,1,Exclusion,994,,43,,,,,,398,596,0.6,,,,,,,,,,"Q10, R=a b^((T-c)/10)",Positive,umol CO2/m2/s,2,18,,0.95,5,2.85,5.42,10,,,Mixed,2.85,5.42,5.42,5.42,5.42,,,,,,,1895,,273,869,,,,,,,,,,72.7,,,,,,,,,,0.13,0.33,49.75,-125.25,1480.27,4.67,1407.7,5.68,2005,262.235,0.706,-0.277,7.618
2295,00:00.0,3893,Jonard,,,BBL,Belgium,,,2003,1,50.02,4.4,310,None,,,,Quercus petraea,Temperate,Forest,Natural,Deciduous,Mature,,Dry,,,,,,8,1000,,9.8,756,IRGA,60,1,Extraction,922,,,,,,,,295.04,627,0.32,,,,,,,,,,"Q10, R=a b^((T-c)/10)",Positive,g CO2/m2/hr,0,17,,0.7,2,0.35,3.19,10,,,None,2.21,3.19,3.19,3.19,3.19,,,,,,,,,,,,,,,215,,,,,21.6,,,,,,,,,,-0.02,-0.4,50.25,4.25,898.43,9.06,690.3,9.85,2003,142.637,0.762,-1.459,9.079
2296,00:00.0,3893,Jonard,,,BBL,Belgium,,,2003,1,50.02,4.4,310,None,,,,Quercus petraea; Fagus sylvatica,Temperate,Forest,Natural,Deciduous,Mature,,Dry,,,,,,8,1000,,9.8,756,IRGA,60,1,Extraction,770,,,,,,,,200.2,570,0.26,,,,,,,,,,"Q10, R=a b^((T-c)/10)",Positive,g CO2/m2/hr,0,17,,0.66,2,0.29,3.31,10,,,,1.83,3.31,3.31,3.31,3.31,,,,,,,,,,,,,,,206,,,,,22,,,,,,,,,,-0.02,-0.4,50.25,4.25,898.43,9.06,690.3,9.85,2003,142.637,0.762,-1.459,9.079
2297,00:00.0,3893,Jonard,,,BBL,Belgium,,,2003,1,50.02,4.4,310,None,,,,Fagus sylvatica,Temperate,Forest,Natural,Deciduous,Mature,,Dry,,,,,,8,1000,,9.8,756,IRGA,60,1,Extraction,820,,,,,,,,401.8,418,0.49,,,,,,,,,,"Q10, R=a b^((T-c)/10)",Positive,g CO2/m2/hr,0,17,,0.77,2,0.29,4.26,10,,,Positive,1.83,4.26,4.26,4.26,4.26,,,,,,,,,,,,,,,209,,,,,23,,,,,,,,,,-0.02,-0.4,50.25,4.25,898.43,9.06,690.3,9.85,2003,142.637,0.762,-1.459,9.079
3087,00:00.0,4045,Ren,,Q02,BBL,China,,Taoyuan Station of Agricultural Ecosystem Research,2003,1,28.92,111.45,,None,,,,Oryza sativa,Subtropical,Agriculture,Managed,Deciduous,Aggrading,Red clay,Wet,,,,,,16.5,1448,,16.8,,IRGA,0.1,1,,425,,,,,,,,,,,,,,,,,,,,"Exponential, R=a exp(b(T-c))",Positive,mg CO2/m2/hr,5,20,,0.57,5,48.974,0.08,0,,,,0.69,,2.23,2.23,,,,,,,,1598.5,923.5,675.3,,,,,,,,,,,,,,,,,,,,"GPP, NEE, ER from #4175",0.08,-0.45,28.75,111.25,1470.02,17.07,1416.7,17.15,2003,224.275,0.453,-0.238,18.135
3088,00:00.0,4045,Ren,,,BBL,China,,Taoyuan Station of Agricultural Ecosystem Research,2003,1,28.92,111.45,,None,,,,Oryza sativa,Subtropical,Agriculture,Managed,Deciduous,Aggrading,Red clay,Wet,,,,,,16.5,1448,,17.4,,IRGA,0.1,1,,616,,,,,,,,,,,,,,,,,,,,"Exponential, R=a exp(b(T-c))",Positive,mg CO2/m2/hr,5,20,,0.73,5,65.426,0.078,0,,,,0.9,,2.17,2.17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.08,-0.45,28.75,111.25,1470.02,17.07,1416.7,17.15,2003,224.275,0.453,-0.238,18.135
3089,00:00.0,4045,Ren,,,BBL,China,,Taoyuan Station of Agricultural Ecosystem Research,2003,1,28.92,111.45,,None,,,,Oryza sativa,Subtropical,Agriculture,Managed,Deciduous,Aggrading,Red clay,Wet,,,,,,16.5,1448,,18.7,,IRGA,0.1,1,,622,,,,,,,,,,,,,,,,,,,,"Exponential, R=a exp(b(T-c))",Positive,mg CO2/m2/hr,5,20,,0.72,5,76.046,0.073,0,,,,1,,2.07,2.07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.08,-0.45,28.75,111.25,1470.02,17.07,1416.7,17.15,2003,224.275,0.453,-0.238,18.135
2213,00:00.0,4122,Vande Walle,,,BBL,Belgium,,Zwijnaarde,2005,1,51.03,3.72,,None,,5,5,Salix viminalis,Temperate,Forest,Managed,Deciduous,Aggrading,Sandy,Dry,1.2,12,,,,9.8,821,,,,IRGA,14,1,,896,124,,,,,,,,,,,,,,,,,,,"Exponential, R=a exp(b(T-c))",Positive,umol CO2/m2/s,1,20,,0.85,5,0.365,0.145,0,,,Mixed,1.56,4.3,4.3,4.3,4.3,,,,,,,,,,,,,,,,,,,,,,,505,70,435,,,,,-0.03,0.28,51.25,3.75,749.44,10.57,632.4,11.09,2005,109.313,0.683,-1.071,10.436
2204,00:00.0,4155,Yang,,,BBL,China,,Xinkou Experimental Forestry Centre-Xiaohu,2001,1,26.19,117.43,,None,,,,Castanopsis kawakamii,Subtropical,Forest,Natural,Evergreen,Mature,,Dry,0.93,,,,,19.1,1749,1585,,,Soda lime,5,1,Exclusion,1423,389,474,,,,,368,688,736,0.48,,,,,,,,,,Other,Positive,mg CO2/m2/hr,,,,0.89,,45.621,0.027,0.641,,,,,,,1.3,,,,,,,,,,443,1178,209,,478,,456,,,,,35.7,,26174,,,247,385,,,,-0.19,-0.43,26.25,117.25,1634.58,17.34,1975,17.5,2001,283.006,0.411,1.203,20.637
2205,00:00.0,4155,Yang,,,BBL,China,,Xinkou Experimental Forestry Centre-Xiaohu,2001,1,26.19,117.43,,None,,,,Castanopsis kawakamii,Subtropical,Forest,Managed,Evergreen,Mature,,Dry,1.1,,,,,19.1,1749,1585,,,Soda lime,5,1,Exclusion,981,368,474,,,,,288,406,576,0.41,,,,,,,,,,Other,Positive,mg CO2/m2/hr,,,,0.94,,17.254,0.042,0.712,,,,,,,1.53,,,,,,,,,,737,1313,520,,252,,461,,,,,40.2,,19049,,,160,370,,,,-0.19,-0.43,26.25,117.25,1634.58,17.34,1975,17.5,2001,283.006,0.411,1.203,20.637
2206,00:00.0,4155,Yang,,,BBL,China,,Xinkou Experimental Forestry Centre-Xiaohu,2001,1,26.19,117.43,,None,,,,Cunninghamia lanceolata,Subtropical,Forest,Managed,Evergreen,Mature,,Dry,1.2,,,,,19.1,1749,1585,,,Soda lime,5,1,Exclusion,476,120,474,,,,,141,194,282,0.41,,,,,,,,,,Other,Positive,mg CO2/m2/hr,,,,0.94,,2.634,0.053,0.932,,,,,,,1.7,,,,,,,,,,349,631,256,,132,,201,,,,,34.8,,12094,,,75,160,,,,-0.19,-0.43,26.25,117.25,1634.58,17.34,1975,17.5,2001,283.006,0.411,1.203,20.637
2207,00:00.0,4155,Yang,,,BBL,China,,Xinkou Experimental Forestry Centre-Xiaohu,2002,1,26.19,117.43,,None,,,,Castanopsis kawakamii,Subtropical,Forest,Natural,Evergreen,Mature,,Dry,0.93,,,,,19.1,1749,1585,,,Soda lime,5,1,Exclusion,1502,468,497,,,,,386,730,772,0.49,,,,,,,,,,Other,Positive,mg CO2/m2/hr,,,,0.86,,43.703,0.028,0.625,,,,,,,1.32,,,,,,,,,,373,1145,220,,452,,436,,,,,35.7,,26174,,,247,385,,,,-0.19,-0.43,26.25,117.25,1634.58,17.34,1805.2,18,2002,283.006,0.411,0.603,20.637
2208,00:00.0,4155,Yang,,,BBL,China,,Xinkou Experimental Forestry Centre-Xiaohu,2002,1,26.19,117.43,,None,,,,Castanopsis kawakamii,Subtropical,Forest,Managed,Evergreen,Mature,,Dry,1.1,,,,,19.1,1749,1585,,,Soda lime,5,1,Exclusion,1045,339,497,,,,,299,447,598,0.43,,,,,,,,,,Other,Positive,mg CO2/m2/hr,,,,0.96,,18.716,0.04,0.705,,,,,,,1.49,,,,,,,,,,790,1388,570,,288,,441,,,,,40.2,,19049,,,160,370,,,,-0.19,-0.43,26.25,117.25,1634.58,17.34,1805.2,18,2002,283.006,0.411,0.603,20.637
2209,00:00.0,4155,Yang,,,BBL,China,,Xinkou Experimental Forestry Centre-Xiaohu,2002,1,26.19,117.43,,None,,,,Cunninghamia lanceolata,Subtropical,Forest,Managed,Evergreen,Mature,,Dry,1.2,,,,,19.1,1749,1585,,,Soda lime,5,1,Exclusion,509,197,497,,,,,149,211,298,0.41,,,,,,,,,,Other,Positive,mg CO2/m2/hr,,,,0.93,,2.843,0.056,0.967,,,,,,,1.75,,,,,,,,,,410,708,298,,150,,211,,,,,34.8,,12094,,,75,160,,,,-0.19,-0.43,26.25,117.25,1634.58,17.34,1805.2,18,2002,283.006,0.411,0.603,20.637
2210,00:00.0,4155,Yang,,,BBL,China,,Xinkou Experimental Forestry Centre-Xiaohu,2003,1,26.19,117.43,,None,,,,Castanopsis kawakamii,Subtropical,Forest,Natural,Evergreen,Mature,,Dry,0.93,,,,,19.1,1749,1585,,,Soda lime,5,1,Exclusion,1246,346,424,,,,,335,578,669,0.46,,,,,,,,,,Other,Positive,mg CO2/m2/hr,,,,0.86,,79.04,0.013,0.528,,,,,,,1.14,,,,,,,,,,428,1097,206,,382,,473,,,,,35.7,,26174,,,247,385,,,,-0.19,-0.43,26.25,117.25,1634.58,17.34,1064.2,17.97,2003,283.006,0.411,-2.015,20.637
2211,00:00.0,4155,Yang,,,BBL,China,,Xinkou Experimental Forestry Centre-Xiaohu,2003,1,26.19,117.43,,None,,,,Castanopsis kawakamii,Subtropical,Forest,Managed,Evergreen,Mature,,Dry,1.1,,,,,19.1,1749,1585,,,Soda lime,5,1,Exclusion,843,318,424,,,,,244,356,487,0.42,,,,,,,,,,Other,Positive,mg CO2/m2/hr,,,,0.88,,25.535,0.03,0.669,,,,,,,1.35,,,,,,,,,,727,1214,449,,218,,479,,,,,40.2,,19049,,,160,370,,,,-0.19,-0.43,26.25,117.25,1634.58,17.34,1064.2,17.97,2003,283.006,0.411,-2.015,20.637
2212,00:00.0,4155,Yang,,,BBL,China,,Xinkou Experimental Forestry Centre-Xiaohu,2003,1,26.19,117.43,,None,,,,Cunninghamia lanceolata,Subtropical,Forest,Managed,Evergreen,Mature,,Dry,1.2,,,,,19.1,1749,1585,,,Soda lime,5,1,Exclusion,399,128,424,,,,,123,155,245,0.39,,,,,,,,,,Other,Positive,mg CO2/m2/hr,,,,0.94,,1.717,0.044,1.917,,,,,,,1.56,,,,,,,,,,344,589,201,,102,,253,,,,,34.8,,12094,,,75,160,,,,-0.19,-0.43,26.25,117.25,1634.58,17.34,1064.2,17.97,2003,283.006,0.411,-2.015,20.637
2200,00:00.0,4166,Zha,,,BBL,Finland,,Huhus,2001,1,62.87,30.82,145,None,,,50,Pinus sylvestris,Boreal,Forest,Natural,Evergreen,Mature,Sandy podzol,Dry,1.34,,,,,,724,,,,IRGA,7,1,Equation,438,71,76,,,,,,159,279,0.36,,,,,,,,,,"Q10, R=a b^((T-c)/10)",Positive,umol CO2/m2/s,0,15,,0.84,10,4.68,5.71,15,,,,1.96,5.71,5.71,,,,,,,,,923,731,192,470,,,,,,,,,,11.6,,,,,,,,,,0.13,0.18,62.75,30.75,674.06,1.96,653.8,2.07,2001,85.428,1.117,-0.237,4.866
2201,00:00.0,4166,Zha,,,BBL,Finland,,Huhus,2002,1,62.87,30.82,145,None,,,50,Pinus sylvestris,Boreal,Forest,Natural,Evergreen,Mature,Sandy podzol,Dry,1.34,,,,,,724,,,,IRGA,7,1,Equation,512,77,76,,,,,,178,334,0.35,,,,,,,,,,"Q10, R=a b^((T-c)/10)",Positive,umol CO2/m2/s,0,15,,0.71,10,3.15,2.39,15,,,,2.04,2.39,2.39,,,,,,,,,1057,782,275,582,,,,,,,,,,11.6,,,,,,,,,,0.13,0.18,62.75,30.75,674.06,1.96,607.8,2.07,2002,85.428,1.117,-0.776,4.866
2202,00:00.0,4166,Zha,,,BBL,Finland,,Huhus,2003,1,62.87,30.82,145,None,,,50,Pinus sylvestris,Boreal,Forest,Natural,Evergreen,Mature,Sandy podzol,Dry,1.34,,,,,,724,,,,IRGA,7,1,Equation,598,65,76,,,,,,226,372,0.38,,,,,,,,,,"Q10, R=a b^((T-c)/10)",Positive,umol CO2/m2/s,0,15,,0.74,10,4.01,2.8,15,,,,2.4,2.8,2.8,,,,,,,,,1061.5,909,152.5,601,,,,,,,,,,11.6,,,,,,,,,,0.13,0.18,62.75,30.75,674.06,1.96,671.8,2.55,2003,85.428,1.117,-0.026,4.866
2203,00:00.0,4166,Zha,,,BBL,Finland,,Huhus,2004,1,62.87,30.82,145,None,,,50,Pinus sylvestris,Boreal,Forest,Natural,Evergreen,Mature,Sandy podzol,Dry,1.34,,,,,,724,,,,IRGA,7,1,Equation,439,68,76,,,,,,138,301,0.31,,,,,,,,,,"Q10, R=a b^((T-c)/10)",Positive,umol CO2/m2/s,0,15,,0.72,10,4.27,4.11,15,,,,2.11,4.11,4.11,,,,,,,,,935,751,184,552,,,,,,,,,,11.6,,,,,,,,,,0.13,0.18,62.75,30.75,674.06,1.96,671.5,2.37,2004,85.428,1.117,-0.03,4.866
104,00:00.0,4182,Tate,,,BBL,New Zealand,,Maruia,1991,1.5,-42.22,172.25,400,None,,,,Nothofagus,Temperate,Forest,Natural,Deciduous,Mature,Typic Haplorthod,Dry,0.6,,,,,9.8,2000,,9.8,1520,Alkali absorption,60,1,Extraction,650,,,,,,,,150,501,0.23,,,,,,,,,,"Exponential, R=a exp(b(T-c))",Positive,g C/m2/hr,6,16,10,0.87,10,0.032,0.078,0,,,,1.62,,2.2,2.2,,,,,,,,,,,,,,512,,288,512,800,,,,,,,,,295,16100,,,0.22,-0.25,-42.25,172.25,1489.2,9.12,1521.4,8.67,1991,159.885,0.461,0.201,9.814
1902,00:00.0,4303,Gaumont-Guay,,,BBL,Canada,Saskatchewan,,2004,1,54,-105.1,,None,,,125,Picea mariana,Boreal,Forest,Natural,Evergreen,Mature,Typic cryaquept,Wet,,,,,,0.4,457,,,,IRGA,0.1,1,Exclusion,611,,,,,,,,342,269,0.56,,,,,,,,,,"Q10, R=a b^((T-c)/10)",Positive,umol CO2/m2/s,-12,13,214,0.9,2,3.7,3.5,10,,,Positive,3.7,3.5,3.5,,,,,,,,,,,,,,,,,,,,,,,,,470,,,,,,,0,0.1,54.25,-105.25,482.6,-0.11,711.2,-0.6,2004,73.401,1.136,3.114,1.005
1877,00:00.0,4383,Knohl,,,BBL,Germany,,National Park Hainich,2000,1,51.08,10.45,440,None,,,125,Fagus sylvatica,Temperate,Forest,Natural,Deciduous,Mature,Cambisols,Dry,,,4,56,40,8.4,899,,,,IRGA,30,1,,892,,11,,,,,,,,,,,,,,,,,,"Exponential, R=a exp(b(T-c))",Positive,umol CO2/m2/s,3,17,12,0.96,5,0.85,0.109,0,,,,2.53,2.97,2.97,2.97,2.97,,,,,,,,1125,,,,,,,,,,,,,,,,,,,,,,-0.08,-0.45,51.25,10.25,783.33,6.88,769.2,8.12,2000,134.897,0.778,-0.105,8.888
1878,00:00.0,4383,Knohl,,,BBL,Germany,,National Park Hainich,2001,1,51.08,10.45,440,None,,,125,Fagus sylvatica,Temperate,Forest,Natural,Deciduous,Mature,Cambisols,Dry,,,4,56,40,8.4,899,,,,IRGA,30,1,,870,,11,,,,,,,,,,,,,,,,,,"Exponential, R=a exp(b(T-c))",Positive,umol CO2/m2/s,3,17,15,0.67,5,1.13,0.085,0,,,,2.64,2.34,2.34,2.34,2.34,,,,,,,,1019,,,,,,,,,,,,,,,,,,,,,,-0.08,-0.45,51.25,10.25,783.33,6.88,852.4,7.18,2001,134.897,0.778,0.512,8.888
1879,00:00.0,4383,Knohl,,,BBL,Germany,,National Park Hainich,2002,1,51.08,10.45,440,None,,,125,Fagus sylvatica,Temperate,Forest,Natural,Deciduous,Mature,Cambisols,Dry,,,4,56,40,8.4,899,,,,IRGA,30,1,,876,,11,,,,,,,,,,,,,,,,,,"Exponential, R=a exp(b(T-c))",Positive,umol CO2/m2/s,3,17,9,0.88,5,0.83,0.115,0,,,,2.62,3.16,3.16,3.16,3.16,,,,,,,,1099,,,,,,,,,,,,,,,,,,,,,,-0.08,-0.45,51.25,10.25,783.33,6.88,930.4,7.71,2002,134.897,0.778,1.09,8.888
1836,00:00.0,4459,Mo,,,BBL,China,Guangdong,Dinghushan Biosphere Reserve,2005.8,1,23.17,112.17,275,None,,,400,Castanopsis chinensis; Schima superba; Cryptocarya chinensis; Cryptocarya concinna; Machilus chinensis; Syzygium rehderianum,Tropical,Forest,Natural,Evergreen,Mature,Oxisol (lateritic red earth),Dry,0.98,13,,,,21,1927,,,,Gas chromatography,10,1,,604,26,,,,,,,,,,,,,,,,,,,"Exponential, R=a exp(b(T-c))",Positive,mg C/m2/hr,15,25,158.5,0.61,5,8.9,0.094,0,,,Positive,,,,,,2.6,15,25,,,,,,,,,,,,,,,3.3,,26,,,,,,445,,,,-0.17,-0.17,23.25,112.25,1653.52,20.99,1838,21.53,2006,269.812,0.356,0.684,21.45
1578,00:00.0,4614,Vargas,,,BBL,Mexico,Yucatan,El Eden Ecological Preserve,2006,1,21.21,-87.18,,None,,,1,Mix,Tropical,Forest,Natural,Evergreen,Aggrading,,Dry,0.61,,63,22,15,24.2,1650,,,,Gradient,0.1,1,,3821,822,,,,,,,,,,,,,,,,,,,"Exponential, R=a exp(b(T-c))",Mixed,umol CO2/m2/s,22,26,,0.58,8,34.88,-0.05,0,,,Mixed,,,,,,0.6,22,26,,,,,,,,,,,,,,,,,,,,,,,,,,Hurricane!,-0.21,0.18,21.25,-87.25,1487.79,26.51,1059.9,27.21,2006,679.317,0.624,-0.63,24.91
1579,00:00.0,4616,Vargas,,,BBL,USA,California,James San Jacinto Mountains Reserve,2006,1,33.81,-116.78,1640,None,,,,Quercus kelloggii; Calocedrus decurrens; Arctostaphylos pringlei; Pinus lambertiana,Mediterranean,Forest,Natural,Evergreen,Mature,,Dry,0.9,,,,,10.3,507,,,,Gradient,0.1,1,,1022,,,,,,,,,,,,,,,,,,,,"Exponential, R=a exp(b(T-c))",Positive,umol CO2/m2/s,0,27,,0.35,8,1.396,0.049,0,,,Negative,2.28,1.63,1.63,1.63,1.63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.19,-0.22,33.75,-116.75,267.52,11.23,200.1,11.42,2006,136.536,1.119,-0.494,11.222
