Record_number,Study_number,Author,Site_name,YearsOfData,Latitude,Longitude,Elevation,Manipulation,Manipulation_level,Age_ecosystem,Age_disturbance,Species,Biome,Ecosystem_type,Ecosystem_state,MAT,MAP,PET,Study_temp,Study_precip,Meas_method,Meas_interval,Annual_coverage,Partition_method,Rs_annual,Rs_annual_err,Rs_wet,Rs_dry,RC_seasonal,RC_season,Model_type,Temp_effect,Model_output_units,Model_temp_min,Model_temp_max,Model_N,Model_R2,T_depth,Model_paramA,Model_paramB,Model_paramC,Model_paramD,Model_paramE,WC_effect,R10,Lat_Round,Long_Round,MAP_Del,MAT_Del,PAnnual_Del,TAnnual_Del,Year,PRECIP_SD,TAIR_SD,SPI,Study_TS_Annual,TS_Flag,Annual_TS_Coverage,TS_Source,TAIR1,TAIR2,TAIR3,TAIR4,TAIR5,TAIR6,TAIR7,TAIR8,TAIR9,TAIR10,TAIR11,TAIR12,Rs1,Rs2,Rs3,Rs4,Rs5,Rs6,Rs7,Rs8,Rs9,Rs10,Rs11,Rs12
187,1891,Savage,Harvard Forest-Prospect Hill-WD1,1,42.53,-72.18,340,None,,,60,Acer rubrum; Quercus rubra,Temperate,Forest,Natural,8.5,1050,,,,IRGA,10,1,,750,,,,,,"Arrhenius, R=a exp(-b/c(T-d)), T in K",Positive,mg C/m2/hr,0,25,,0.67,10,85338.13,346.8,1,232.5,,Positive,2.1,42.75,-72.25,1077.37,7.47,1075.7,6.86,1995,167.449,0.73,-0.01,7.93,,1,MGRsD,-3.1,-6.9,1.5,4.2,11.3,17.5,20.6,19.2,13.2,9.6,0.9,-5.7,,,,2.163,3.276,,4.236,,2.927,1.386,,0.385
188,1891,Savage,Harvard Forest-Prospect Hill-WD2,1,42.53,-72.18,340,None,,,60,Acer rubrum; Quercus rubra,Temperate,Forest,Natural,8.5,1050,,,,IRGA,10,1,,710,,,,,,"Arrhenius, R=a exp(-b/c(T-d)), T in K",Positive,mg C/m2/hr,0,25,,0.67,10,81278.54,346.8,1,232.5,,Positive,2,42.75,-72.25,1077.37,7.47,1075.7,6.86,1995,167.449,0.73,-0.01,7.93,,1,MGRsD,-3.1,-6.9,1.5,4.2,11.3,17.5,20.6,19.2,13.2,9.6,0.9,-5.7,,,,2.163,3.276,,4.236,,2.927,1.386,,0.385
189,1891,Savage,Harvard Forest-Prospect Hill-MD1,1,42.53,-72.18,340,None,,,60,Acer rubrum; Quercus rubra,Temperate,Forest,Natural,8.5,1050,,,,IRGA,10,1,,701,,,,,,"Arrhenius, R=a exp(-b/c(T-d)), T in K",Positive,mg C/m2/hr,0,25,,0.67,10,78105.02,346.8,1,232.5,,Positive,1.92,42.75,-72.25,1077.37,7.47,1075.7,6.86,1995,167.449,0.73,-0.01,7.93,,1,MGRsD,-3.1,-6.9,1.5,4.2,11.3,17.5,20.6,19.2,13.2,9.6,0.9,-5.7,,,,2.163,3.276,,4.236,,2.927,1.386,,0.385
190,1891,Savage,Harvard Forest-Prospect Hill-MD2,1,42.53,-72.18,340,None,,,60,Acer rubrum; Quercus rubra,Temperate,Forest,Natural,8.5,1050,,,,IRGA,10,1,,670,,,,,,"Arrhenius, R=a exp(-b/c(T-d)), T in K",Positive,mg C/m2/hr,0,25,,0.67,10,71689.5,346.8,1,232.5,,Positive,1.76,42.75,-72.25,1077.37,7.47,1075.7,6.86,1995,167.449,0.73,-0.01,7.93,,1,MGRsD,-3.1,-6.9,1.5,4.2,11.3,17.5,20.6,19.2,13.2,9.6,0.9,-5.7,,,,2.163,3.276,,4.236,,2.927,1.386,,0.385
191,1891,Savage,Harvard Forest-Prospect Hill-VPD,1,42.53,-72.18,340,None,,,60,Acer rubrum; Quercus rubra,Temperate,Forest,Natural,8.5,1050,,,,IRGA,10,1,,550,,,,,,"Arrhenius, R=a exp(-b/c(T-d)), T in K",Positive,mg C/m2/hr,0,25,,0.64,10,49086.76,338.2,1,232.9,,Negative,1.36,42.75,-72.25,1077.37,7.47,1075.7,6.86,1995,167.449,0.73,-0.01,7.93,,1,MGRsD,-3.1,-6.9,1.5,4.2,11.3,17.5,20.6,19.2,13.2,9.6,0.9,-5.7,,,,2.163,3.276,,4.236,,2.927,1.386,,0.385
192,1891,Savage,Harvard Forest-Prospect Hill-WD1,1,42.53,-72.18,340,None,,,60,Acer rubrum; Quercus rubra,Temperate,Forest,Natural,8.5,1050,,,,IRGA,10,1,,790,,,,,,"Arrhenius, R=a exp(-b/c(T-d)), T in K",Positive,mg C/m2/hr,0,25,,0.67,10,85338.13,346.8,1,232.5,,Positive,2.1,42.75,-72.25,1077.37,7.47,1331,6.72,1996,167.449,0.73,1.515,7.86,,1,MGRsD,-6.7,-5.5,-2.4,5.8,11.1,17.9,19.3,19.4,14.7,7.5,-0.1,-0.4,,0.075,0.265,,1.071,,3.685,3.413,,1.912,0.718,
193,1891,Savage,Harvard Forest-Prospect Hill-WD2,1,42.53,-72.18,340,None,,,60,Acer rubrum; Quercus rubra,Temperate,Forest,Natural,8.5,1050,,,,IRGA,10,1,,790,,,,,,"Arrhenius, R=a exp(-b/c(T-d)), T in K",Positive,mg C/m2/hr,0,25,,0.67,10,81278.54,346.8,1,232.5,,Positive,2,42.75,-72.25,1077.37,7.47,1331,6.72,1996,167.449,0.73,1.515,7.86,,1,MGRsD,-6.7,-5.5,-2.4,5.8,11.1,17.9,19.3,19.4,14.7,7.5,-0.1,-0.4,,0.075,0.265,,1.071,,3.685,3.413,,1.912,0.718,
194,1891,Savage,Harvard Forest-Prospect Hill-MD1,1,42.53,-72.18,340,None,,,60,Acer rubrum; Quercus rubra,Temperate,Forest,Natural,8.5,1050,,,,IRGA,10,1,,750,,,,,,"Arrhenius, R=a exp(-b/c(T-d)), T in K",Positive,mg C/m2/hr,0,25,,0.67,10,78105.02,346.8,1,232.5,,Positive,1.92,42.75,-72.25,1077.37,7.47,1331,6.72,1996,167.449,0.73,1.515,7.86,,1,MGRsD,-6.7,-5.5,-2.4,5.8,11.1,17.9,19.3,19.4,14.7,7.5,-0.1,-0.4,,0.075,0.265,,1.071,,3.685,3.413,,1.912,0.718,
195,1891,Savage,Harvard Forest-Prospect Hill-MD2,1,42.53,-72.18,340,None,,,60,Acer rubrum; Quercus rubra,Temperate,Forest,Natural,8.5,1050,,,,IRGA,10,1,,780,,,,,,"Arrhenius, R=a exp(-b/c(T-d)), T in K",Positive,mg C/m2/hr,0,25,,0.67,10,71689.5,346.8,1,232.5,,Positive,1.76,42.75,-72.25,1077.37,7.47,1331,6.72,1996,167.449,0.73,1.515,7.86,,1,MGRsD,-6.7,-5.5,-2.4,5.8,11.1,17.9,19.3,19.4,14.7,7.5,-0.1,-0.4,,0.075,0.265,,1.071,,3.685,3.413,,1.912,0.718,
196,1891,Savage,Harvard Forest-Prospect Hill-VPD,1,42.53,-72.18,340,None,,,60,Acer rubrum; Quercus rubra,Temperate,Forest,Natural,8.5,1050,,,,IRGA,10,1,,400,,,,,,"Arrhenius, R=a exp(-b/c(T-d)), T in K",Positive,mg C/m2/hr,0,25,,0.64,10,49086.76,338.2,1,232.9,,Negative,1.36,42.75,-72.25,1077.37,7.47,1331,6.72,1996,167.449,0.73,1.515,7.86,,1,MGRsD,-6.7,-5.5,-2.4,5.8,11.1,17.9,19.3,19.4,14.7,7.5,-0.1,-0.4,,0.075,0.265,,1.071,,3.685,3.413,,1.912,0.718,
198,1891,Savage,Howland-MWD1,1,45.2,-68.73,80,None,,,,Picea rubens; Tsuga canadensis,Temperate,Forest,Natural,5.5,1000,,,,IRGA,10,1,,820,,,,,,"Arrhenius, R=a exp(-b/c(T-d)), T in K",Positive,mg C/m2/hr,0,25,,0.82,10,90468.04,415.1,1,220.8,,Positive,2.69,45.25,-68.75,1021.04,5.87,1170.4,6.26,1996,178.117,0.742,0.839,7.63,,1,MGRsD,-8.7,-6.8,-2.3,5.1,10.7,17.4,19.2,19.1,14.4,7.1,0.7,-0.8,,,,,,,,,,,,
199,1891,Savage,Howland-MWD2,1,45.2,-68.73,80,None,,,,Picea rubens; Tsuga canadensis,Temperate,Forest,Natural,5.5,1000,,,,IRGA,10,1,,740,,,,,,"Arrhenius, R=a exp(-b/c(T-d)), T in K",Positive,mg C/m2/hr,0,25,,0.82,10,73771.689,415.1,1,220.8,,Positive,2.22,45.25,-68.75,1021.04,5.87,1170.4,6.26,1996,178.117,0.742,0.839,7.63,,1,MGRsD,-8.7,-6.8,-2.3,5.1,10.7,17.4,19.2,19.1,14.4,7.1,0.7,-0.8,,,,,,,,,,,,
200,1891,Savage,Howland-VPD1,1,45.2,-68.73,80,None,,,,Picea rubens; Tsuga canadensis,Temperate,Forest,Natural,5.5,1000,,,,IRGA,10,1,,500,,,,,,"Arrhenius, R=a exp(-b/c(T-d)), T in K",Positive,mg C/m2/hr,0,25,,0.81,10,58789.954,391,1,225.6,,Negative,1.53,45.25,-68.75,1021.04,5.87,1170.4,6.26,1996,178.117,0.742,0.839,7.63,,1,MGRsD,-8.7,-6.8,-2.3,5.1,10.7,17.4,19.2,19.1,14.4,7.1,0.7,-0.8,,,,,,,,,,,,
201,1891,Savage,Howland-VPD2,1,45.2,-68.73,80,None,,,,Picea rubens; Tsuga canadensis,Temperate,Forest,Natural,5.5,1000,,,,IRGA,10,1,,460,,,,,,"Arrhenius, R=a exp(-b/c(T-d)), T in K",Positive,mg C/m2/hr,0,25,,0.81,10,49372.146,391,1,225.6,,Negative,1.28,45.25,-68.75,1021.04,5.87,1170.4,6.26,1996,178.117,0.742,0.839,7.63,,1,MGRsD,-8.7,-6.8,-2.3,5.1,10.7,17.4,19.2,19.1,14.4,7.1,0.7,-0.8,,,,,,,,,,,,
202,1891,Savage,Harvard Forest-Prospect Hill-WD1,1,42.53,-72.18,340,None,,,60,Acer rubrum; Quercus rubra,Temperate,Forest,Natural,8.5,1050,,,,IRGA,10,1,,640,,,,,,"Arrhenius, R=a exp(-b/c(T-d)), T in K",Positive,mg C/m2/hr,0,25,,0.67,10,85338.13,346.8,1,232.5,,Positive,2.1,42.75,-72.25,1077.37,7.47,912,6.53,1997,167.449,0.73,-0.988,7.765,,1,MGRsD,-6.4,-2,-1.6,4.7,10.1,17.8,19.1,18.1,14,6.9,0.6,-2.9,0.293,,0.25,0.673,,1.441,,2.976,2.206,,1.012,
203,1891,Savage,Harvard Forest-Prospect Hill-WD2,1,42.53,-72.18,340,None,,,60,Acer rubrum; Quercus rubra,Temperate,Forest,Natural,8.5,1050,,,,IRGA,10,1,,630,,,,,,"Arrhenius, R=a exp(-b/c(T-d)), T in K",Positive,mg C/m2/hr,0,25,,0.67,10,81278.54,346.8,1,232.5,,Positive,2,42.75,-72.25,1077.37,7.47,912,6.53,1997,167.449,0.73,-0.988,7.765,,1,MGRsD,-6.4,-2,-1.6,4.7,10.1,17.8,19.1,18.1,14,6.9,0.6,-2.9,0.293,,0.25,0.673,,1.441,,2.976,2.206,,1.012,
204,1891,Savage,Harvard Forest-Prospect Hill-MD1,1,42.53,-72.18,340,None,,,60,Acer rubrum; Quercus rubra,Temperate,Forest,Natural,8.5,1050,,,,IRGA,10,1,,700,,,,,,"Arrhenius, R=a exp(-b/c(T-d)), T in K",Positive,mg C/m2/hr,0,25,,0.67,10,78105.02,346.8,1,232.5,,Positive,1.92,42.75,-72.25,1077.37,7.47,912,6.53,1997,167.449,0.73,-0.988,7.765,,1,MGRsD,-6.4,-2,-1.6,4.7,10.1,17.8,19.1,18.1,14,6.9,0.6,-2.9,0.293,,0.25,0.673,,1.441,,2.976,2.206,,1.012,
205,1891,Savage,Harvard Forest-Prospect Hill-MD2,1,42.53,-72.18,340,None,,,60,Acer rubrum; Quercus rubra,Temperate,Forest,Natural,8.5,1050,,,,IRGA,10,1,,570,,,,,,"Arrhenius, R=a exp(-b/c(T-d)), T in K",Positive,mg C/m2/hr,0,25,,0.67,10,71689.5,346.8,1,232.5,,Positive,1.76,42.75,-72.25,1077.37,7.47,912,6.53,1997,167.449,0.73,-0.988,7.765,,1,MGRsD,-6.4,-2,-1.6,4.7,10.1,17.8,19.1,18.1,14,6.9,0.6,-2.9,0.293,,0.25,0.673,,1.441,,2.976,2.206,,1.012,
206,1891,Savage,Harvard Forest-Prospect Hill-VPD,1,42.53,-72.18,340,None,,,60,Acer rubrum; Quercus rubra,Temperate,Forest,Natural,8.5,1050,,,,IRGA,10,1,,370,,,,,,"Arrhenius, R=a exp(-b/c(T-d)), T in K",Positive,mg C/m2/hr,0,25,,0.64,10,49086.76,338.2,1,232.9,,Negative,1.36,42.75,-72.25,1077.37,7.47,912,6.53,1997,167.449,0.73,-0.988,7.765,,1,MGRsD,-6.4,-2,-1.6,4.7,10.1,17.8,19.1,18.1,14,6.9,0.6,-2.9,0.293,,0.25,0.673,,1.441,,2.976,2.206,,1.012,
207,1891,Savage,Howland-WD,1,45.2,-68.73,80,None,,,,Picea rubens; Tsuga canadensis,Temperate,Forest,Natural,5.5,1000,,,,IRGA,10,1,,800,,,,,,"Arrhenius, R=a exp(-b/c(T-d)), T in K",Positive,mg C/m2/hr,0,25,,0.82,10,98554.03,415.1,1,220.8,,Positive,2.93,45.25,-68.75,1021.04,5.87,746.7,5.53,1997,178.117,0.742,-1.54,7.265,,1,MGRsD,-8.4,-6.2,-3.7,3.9,9.7,17.5,20.4,18.1,13.6,6.7,0.2,-5.5,,,,,,,,,,,,
208,1891,Savage,Howland-MWD1,1,45.2,-68.73,80,None,,,,Picea rubens; Tsuga canadensis,Temperate,Forest,Natural,5.5,1000,,,,IRGA,10,1,,680,,,,,,"Arrhenius, R=a exp(-b/c(T-d)), T in K",Positive,mg C/m2/hr,0,25,,0.82,10,90468.04,415.1,1,220.8,,Positive,2.69,45.25,-68.75,1021.04,5.87,746.7,5.53,1997,178.117,0.742,-1.54,7.265,,1,MGRsD,-8.4,-6.2,-3.7,3.9,9.7,17.5,20.4,18.1,13.6,6.7,0.2,-5.5,,,,,,,,,,,,
209,1891,Savage,Howland-MWD2,1,45.2,-68.73,80,None,,,,Picea rubens; Tsuga canadensis,Temperate,Forest,Natural,5.5,1000,,,,IRGA,10,1,,540,,,,,,"Arrhenius, R=a exp(-b/c(T-d)), T in K",Positive,mg C/m2/hr,0,25,,0.82,10,73771.689,415.1,1,220.8,,Positive,2.22,45.25,-68.75,1021.04,5.87,746.7,5.53,1997,178.117,0.742,-1.54,7.265,,1,MGRsD,-8.4,-6.2,-3.7,3.9,9.7,17.5,20.4,18.1,13.6,6.7,0.2,-5.5,,,,,,,,,,,,
210,1891,Savage,Howland-VPD1,1,45.2,-68.73,80,None,,,,Picea rubens; Tsuga canadensis,Temperate,Forest,Natural,5.5,1000,,,,IRGA,10,1,,470,,,,,,"Arrhenius, R=a exp(-b/c(T-d)), T in K",Positive,mg C/m2/hr,0,25,,0.81,10,58789.954,391,1,225.6,,Negative,1.53,45.25,-68.75,1021.04,5.87,746.7,5.53,1997,178.117,0.742,-1.54,7.265,,1,MGRsD,-8.4,-6.2,-3.7,3.9,9.7,17.5,20.4,18.1,13.6,6.7,0.2,-5.5,,,,,,,,,,,,
211,1891,Savage,Howland-VPD2,1,45.2,-68.73,80,None,,,,Picea rubens; Tsuga canadensis,Temperate,Forest,Natural,5.5,1000,,,,IRGA,10,1,,370,,,,,,"Arrhenius, R=a exp(-b/c(T-d)), T in K",Positive,mg C/m2/hr,0,25,,0.81,10,49372.146,391,1,225.6,,Negative,1.28,45.25,-68.75,1021.04,5.87,746.7,5.53,1997,178.117,0.742,-1.54,7.265,,1,MGRsD,-8.4,-6.2,-3.7,3.9,9.7,17.5,20.4,18.1,13.6,6.7,0.2,-5.5,,,,,,,,,,,,
212,1891,Savage,Harvard Forest-Prospect Hill-WD1,1,42.53,-72.18,340,None,,,60,Acer rubrum; Quercus rubra,Temperate,Forest,Natural,8.5,1050,,,,IRGA,10,1,,940,,,,,,"Arrhenius, R=a exp(-b/c(T-d)), T in K",Positive,mg C/m2/hr,0,25,,0.67,10,85338.13,346.8,1,232.5,,Positive,2.1,42.75,-72.25,1077.37,7.47,928.6,8.23,1998,167.449,0.73,-0.888,8.615,,1,MGRsD,-3.2,-1.7,1,6.8,14.2,17,19.7,19.6,15.3,8.4,2.5,-0.8,0.51,0.201,,0.468,,0.928,3.041,,3.577,,2.345,0.996
213,1891,Savage,Harvard Forest-Prospect Hill-WD2,1,42.53,-72.18,340,None,,,60,Acer rubrum; Quercus rubra,Temperate,Forest,Natural,8.5,1050,,,,IRGA,10,1,,990,,,,,,"Arrhenius, R=a exp(-b/c(T-d)), T in K",Positive,mg C/m2/hr,0,25,,0.67,10,81278.54,346.8,1,232.5,,Positive,2,42.75,-72.25,1077.37,7.47,928.6,8.23,1998,167.449,0.73,-0.888,8.615,,1,MGRsD,-3.2,-1.7,1,6.8,14.2,17,19.7,19.6,15.3,8.4,2.5,-0.8,0.51,0.201,,0.468,,0.928,3.041,,3.577,,2.345,0.996
214,1891,Savage,Harvard Forest-Prospect Hill-MD1,1,42.53,-72.18,340,None,,,60,Acer rubrum; Quercus rubra,Temperate,Forest,Natural,8.5,1050,,,,IRGA,10,1,,810,,,,,,"Arrhenius, R=a exp(-b/c(T-d)), T in K",Positive,mg C/m2/hr,0,25,,0.67,10,78105.02,346.8,1,232.5,,Positive,1.92,42.75,-72.25,1077.37,7.47,928.6,8.23,1998,167.449,0.73,-0.888,8.615,,1,MGRsD,-3.2,-1.7,1,6.8,14.2,17,19.7,19.6,15.3,8.4,2.5,-0.8,0.51,0.201,,0.468,,0.928,3.041,,3.577,,2.345,0.996
215,1891,Savage,Harvard Forest-Prospect Hill-MD2,1,42.53,-72.18,340,None,,,60,Acer rubrum; Quercus rubra,Temperate,Forest,Natural,8.5,1050,,,,IRGA,10,1,,710,,,,,,"Arrhenius, R=a exp(-b/c(T-d)), T in K",Positive,mg C/m2/hr,0,25,,0.67,10,71689.5,346.8,1,232.5,,Positive,1.76,42.75,-72.25,1077.37,7.47,928.6,8.23,1998,167.449,0.73,-0.888,8.615,,1,MGRsD,-3.2,-1.7,1,6.8,14.2,17,19.7,19.6,15.3,8.4,2.5,-0.8,0.51,0.201,,0.468,,0.928,3.041,,3.577,,2.345,0.996
216,1891,Savage,Harvard Forest-Prospect Hill-VPD,1,42.53,-72.18,340,None,,,60,Acer rubrum; Quercus rubra,Temperate,Forest,Natural,8.5,1050,,,,IRGA,10,1,,400,,,,,,"Arrhenius, R=a exp(-b/c(T-d)), T in K",Positive,mg C/m2/hr,0,25,,0.64,10,49086.76,338.2,1,232.9,,Negative,1.36,42.75,-72.25,1077.37,7.47,928.6,8.23,1998,167.449,0.73,-0.888,8.615,,1,MGRsD,-3.2,-1.7,1,6.8,14.2,17,19.7,19.6,15.3,8.4,2.5,-0.8,0.51,0.201,,0.468,,0.928,3.041,,3.577,,2.345,0.996
217,1891,Savage,Howland-WD,1,45.2,-68.73,80,None,,,,Picea rubens; Tsuga canadensis,Temperate,Forest,Natural,5.5,1000,,,,IRGA,10,1,,890,,,,,,"Arrhenius, R=a exp(-b/c(T-d)), T in K",Positive,mg C/m2/hr,0,25,,0.82,10,98554.03,415.1,1,220.8,,Positive,2.93,45.25,-68.75,1021.04,5.87,953.7,7.09,1998,178.117,0.742,-0.378,8.045,,1,MGRsD,-6.8,-3.7,-0.7,5.8,14.1,15.8,19.8,19.1,14,7.5,2.2,-2,,,,,,,,,,,,
218,1891,Savage,Howland-MWD1,1,45.2,-68.73,80,None,,,,Picea rubens; Tsuga canadensis,Temperate,Forest,Natural,5.5,1000,,,,IRGA,10,1,,840,,,,,,"Arrhenius, R=a exp(-b/c(T-d)), T in K",Positive,mg C/m2/hr,0,25,,0.82,10,90468.04,415.1,1,220.8,,Positive,2.69,45.25,-68.75,1021.04,5.87,953.7,7.09,1998,178.117,0.742,-0.378,8.045,,1,MGRsD,-6.8,-3.7,-0.7,5.8,14.1,15.8,19.8,19.1,14,7.5,2.2,-2,,,,,,,,,,,,
219,1891,Savage,Howland-MWD2,1,45.2,-68.73,80,None,,,,Picea rubens; Tsuga canadensis,Temperate,Forest,Natural,5.5,1000,,,,IRGA,10,1,,680,,,,,,"Arrhenius, R=a exp(-b/c(T-d)), T in K",Positive,mg C/m2/hr,0,25,,0.82,10,73771.689,415.1,1,220.8,,Positive,2.22,45.25,-68.75,1021.04,5.87,953.7,7.09,1998,178.117,0.742,-0.378,8.045,,1,MGRsD,-6.8,-3.7,-0.7,5.8,14.1,15.8,19.8,19.1,14,7.5,2.2,-2,,,,,,,,,,,,
220,1891,Savage,Howland-VPD1,1,45.2,-68.73,80,None,,,,Picea rubens; Tsuga canadensis,Temperate,Forest,Natural,5.5,1000,,,,IRGA,10,1,,550,,,,,,"Arrhenius, R=a exp(-b/c(T-d)), T in K",Positive,mg C/m2/hr,0,25,,0.81,10,58789.954,391,1,225.6,,Negative,1.53,45.25,-68.75,1021.04,5.87,953.7,7.09,1998,178.117,0.742,-0.378,8.045,,1,MGRsD,-6.8,-3.7,-0.7,5.8,14.1,15.8,19.8,19.1,14,7.5,2.2,-2,,,,,,,,,,,,
221,1891,Savage,Howland-VPD2,1,45.2,-68.73,80,None,,,,Picea rubens; Tsuga canadensis,Temperate,Forest,Natural,5.5,1000,,,,IRGA,10,1,,410,,,,,,"Arrhenius, R=a exp(-b/c(T-d)), T in K",Positive,mg C/m2/hr,0,25,,0.81,10,49372.146,391,1,225.6,,Negative,1.28,45.25,-68.75,1021.04,5.87,953.7,7.09,1998,178.117,0.742,-0.378,8.045,,1,MGRsD,-6.8,-3.7,-0.7,5.8,14.1,15.8,19.8,19.1,14,7.5,2.2,-2,,,,,,,,,,,,
222,1891,Savage,Harvard Forest-Prospect Hill-WD1,1,42.53,-72.18,340,None,,,60,Acer rubrum; Quercus rubra,Temperate,Forest,Natural,8.5,1050,,,,IRGA,10,1,,620,,,,,,"Arrhenius, R=a exp(-b/c(T-d)), T in K",Positive,mg C/m2/hr,0,25,,0.67,10,85338.13,346.8,1,232.5,,Positive,2.1,42.75,-72.25,1077.37,7.47,990.2,8.01,1999,167.449,0.73,-0.521,8.505,,1,MGRsD,-6.7,-3.3,0.5,6.7,13.5,19.1,21.3,18.6,16.5,6.6,5.3,-2,,0.226,0.263,,0.645,,1.835,2.296,,1.831,,0.946
223,1891,Savage,Harvard Forest-Prospect Hill-WD2,1,42.53,-72.18,340,None,,,60,Acer rubrum; Quercus rubra,Temperate,Forest,Natural,8.5,1050,,,,IRGA,10,1,,440,,,,,,"Arrhenius, R=a exp(-b/c(T-d)), T in K",Positive,mg C/m2/hr,0,25,,0.67,10,81278.54,346.8,1,232.5,,Positive,2,42.75,-72.25,1077.37,7.47,990.2,8.01,1999,167.449,0.73,-0.521,8.505,,1,MGRsD,-6.7,-3.3,0.5,6.7,13.5,19.1,21.3,18.6,16.5,6.6,5.3,-2,,0.226,0.263,,0.645,,1.835,2.296,,1.831,,0.946
224,1891,Savage,Harvard Forest-Prospect Hill-MD1,1,42.53,-72.18,340,None,,,60,Acer rubrum; Quercus rubra,Temperate,Forest,Natural,8.5,1050,,,,IRGA,10,1,,460,,,,,,"Arrhenius, R=a exp(-b/c(T-d)), T in K",Positive,mg C/m2/hr,0,25,,0.67,10,78105.02,346.8,1,232.5,,Positive,1.92,42.75,-72.25,1077.37,7.47,990.2,8.01,1999,167.449,0.73,-0.521,8.505,,1,MGRsD,-6.7,-3.3,0.5,6.7,13.5,19.1,21.3,18.6,16.5,6.6,5.3,-2,,0.226,0.263,,0.645,,1.835,2.296,,1.831,,0.946
225,1891,Savage,Harvard Forest-Prospect Hill-MD2,1,42.53,-72.18,340,None,,,60,Acer rubrum; Quercus rubra,Temperate,Forest,Natural,8.5,1050,,,,IRGA,10,1,,410,,,,,,"Arrhenius, R=a exp(-b/c(T-d)), T in K",Positive,mg C/m2/hr,0,25,,0.67,10,71689.5,346.8,1,232.5,,Positive,1.76,42.75,-72.25,1077.37,7.47,990.2,8.01,1999,167.449,0.73,-0.521,8.505,,1,MGRsD,-6.7,-3.3,0.5,6.7,13.5,19.1,21.3,18.6,16.5,6.6,5.3,-2,,0.226,0.263,,0.645,,1.835,2.296,,1.831,,0.946
227,1891,Savage,Howland-WD,1,45.2,-68.73,80,None,,,,Picea rubens; Tsuga canadensis,Temperate,Forest,Natural,5.5,1000,,,,IRGA,10,1,,900,,,,,,"Arrhenius, R=a exp(-b/c(T-d)), T in K",Positive,mg C/m2/hr,0,25,,0.82,10,98554.03,415.1,1,220.8,,Positive,2.93,45.25,-68.75,1021.04,5.87,1091.1,7.63,1999,178.117,0.742,0.393,8.315,,1,MGRsD,-8.7,-4.3,0.3,6.1,13.7,19.1,21.1,18.5,17.5,6.6,4.2,-2.6,,,,,,,,,,,,
228,1891,Savage,Howland-MWD1,1,45.2,-68.73,80,None,,,,Picea rubens; Tsuga canadensis,Temperate,Forest,Natural,5.5,1000,,,,IRGA,10,1,,830,,,,,,"Arrhenius, R=a exp(-b/c(T-d)), T in K",Positive,mg C/m2/hr,0,25,,0.82,10,90468.04,415.1,1,220.8,,Positive,2.69,45.25,-68.75,1021.04,5.87,1091.1,7.63,1999,178.117,0.742,0.393,8.315,,1,MGRsD,-8.7,-4.3,0.3,6.1,13.7,19.1,21.1,18.5,17.5,6.6,4.2,-2.6,,,,,,,,,,,,
229,1891,Savage,Howland-MWD2,1,45.2,-68.73,80,None,,,,Picea rubens; Tsuga canadensis,Temperate,Forest,Natural,5.5,1000,,,,IRGA,10,1,,660,,,,,,"Arrhenius, R=a exp(-b/c(T-d)), T in K",Positive,mg C/m2/hr,0,25,,0.82,10,73771.689,415.1,1,220.8,,Positive,2.22,45.25,-68.75,1021.04,5.87,1091.1,7.63,1999,178.117,0.742,0.393,8.315,,1,MGRsD,-8.7,-4.3,0.3,6.1,13.7,19.1,21.1,18.5,17.5,6.6,4.2,-2.6,,,,,,,,,,,,
230,1891,Savage,Howland-VPD1,1,45.2,-68.73,80,None,,,,Picea rubens; Tsuga canadensis,Temperate,Forest,Natural,5.5,1000,,,,IRGA,10,1,,540,,,,,,"Arrhenius, R=a exp(-b/c(T-d)), T in K",Positive,mg C/m2/hr,0,25,,0.81,10,58789.954,391,1,225.6,,Negative,1.53,45.25,-68.75,1021.04,5.87,1091.1,7.63,1999,178.117,0.742,0.393,8.315,,1,MGRsD,-8.7,-4.3,0.3,6.1,13.7,19.1,21.1,18.5,17.5,6.6,4.2,-2.6,,,,,,,,,,,,
231,1891,Savage,Howland-VPD2,1,45.2,-68.73,80,None,,,,Picea rubens; Tsuga canadensis,Temperate,Forest,Natural,5.5,1000,,,,IRGA,10,1,,490,,,,,,"Arrhenius, R=a exp(-b/c(T-d)), T in K",Positive,mg C/m2/hr,0,25,,0.81,10,49372.146,391,1,225.6,,Negative,1.28,45.25,-68.75,1021.04,5.87,1091.1,7.63,1999,178.117,0.742,0.393,8.315,,1,MGRsD,-8.7,-4.3,0.3,6.1,13.7,19.1,21.1,18.5,17.5,6.6,4.2,-2.6,,,,,,,,,,,,
247,900,Toland,Manistee National Forest,1,44.8,-85.8,375,None,,,,Acer saccharum-Quercus rubra,Temperate,Forest,Natural,7.2,810,,,,Soda lime,30,0.67,,487,33,,,,,"Exponential, R=a exp(b(T-c))",Positive,g C/m2/day,3,16,28,0.43,10,0.938,0.069,0,,,,1.87,44.75,-85.75,756.15,6.93,624.8,6.56,1992,136.059,0.958,-0.965,7.59,TAIR_4,0.67,MGRsD and TAIR_Del,-3.8,-3.2,-1.4,4.6,12.4,15.1,17.1,17.4,14.2,7.7,1.2,-2.6,,,,2.599,1.47,2.022,2.888,1.981,2.62,1.614,1.502,
