Record_number,Entry_date,Study_number,Author,Duplicate_record,Quality_flag,Contributor,Country,Region,Site_name,Study_midyear,YearsOfData,Latitude,Longitude,Elevation,Manipulation,Manipulation_level,Age_ecosystem,Age_disturbance,Species,Biome,Ecosystem_type,Ecosystem_state,Leaf_habit,Stage,Soil_type,Soil_drainage,Soil_BD,Soil_CN,Soil_sand,Soil_silt,Soil_clay,MAT,MAP,PET,Study_temp,Study_precip,Meas_method,Meas_interval,Annual_coverage,Partition_method,Rs_annual,Rs_annual_err,Rs_interann_err,Rs_max,Rs_maxday,Rs_min,Rs_minday,Rlitter_annual,Ra_annual,Rh_annual,RC_annual,Rs_spring,Rs_summer,Rs_autumn,Rs_winter,Rs_growingseason,Rs_wet,Rs_dry,RC_seasonal,RC_season,Model_type,Temp_effect,Model_output_units,Model_temp_min,Model_temp_max,Model_N,Model_R2,T_depth,Model_paramA,Model_paramB,Model_paramC,Model_paramD,Model_paramE,WC_effect,R10,Q10_0_10,Q10_5_15,Q10_10_20,Q10_0_20,Q10_other1,Q10_other1_temp_min,Q10_other1_temp_max,Q10_other2,Q10_other2_temp_min,Q10_other2_temp_max,GPP,ER,NEP,NPP,ANPP,BNPP,NPP_FR,TBCA,Litter_flux,Rootlitter_flux,TotDet_flux,Ndep,LAI,BA,C_veg_total,C_AG,C_BG,C_CR,C_FR,C_litter,C_soilmineral,C_soildepth,Notes,Lat_Adj,Long_Adj,Lat_Round,Long_Round,MAP_Del,MAT_Del,PAnnual_Del,TAnnual_Del,Year,PRECIP_SD,TAIR_SD,SPI,Study_TS_Annual,TAnnual_Del
195,00:00.0,1891,Savage,NA,,BBL,USA,Massachusetts,Harvard Forest-Prospect Hill-MD2,1996,1,42.53,-72.18,340,None,,NA,60,Acer rubrum; Quercus rubra,Temperate,Forest,Natural,Deciduous,Mature,Typic Dystrochrept,Medium,NA,NA,NA,NA,NA,8.5,1050,NA,NA,NA,IRGA,10,1,,780,NA,125,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,"Arrhenius, R=a exp(-b/c(T-d)), T in K",Positive,mg C/m2/hr,0,25,NA,0.67,10,71689.5,346.8,1,232.5,NA,Positive,1.76,5.4,3.9,3.1,4.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,0.47,0.18,42.75,-72.25,1077.37,7.47,1331,6.72,1996,167.449,0.73,1.515,7.86,6.72
196,00:00.0,1891,Savage,NA,,BBL,USA,Massachusetts,Harvard Forest-Prospect Hill-VPD,1996,1,42.53,-72.18,340,None,,NA,60,Acer rubrum; Quercus rubra,Temperate,Forest,Natural,Deciduous,Mature,Typic Dystrochrept,Wet,NA,NA,NA,NA,NA,8.5,1050,NA,NA,NA,IRGA,10,1,,400,NA,71,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,"Arrhenius, R=a exp(-b/c(T-d)), T in K",Positive,mg C/m2/hr,0,25,NA,0.64,10,49086.76,338.2,1,232.9,NA,Negative,1.36,5.3,3.9,3.1,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,0.47,0.18,42.75,-72.25,1077.37,7.47,1331,6.72,1996,167.449,0.73,1.515,7.86,6.72
198,00:00.0,1891,Savage,NA,,BBL,USA,Maine,Howland-MWD1,1996,1,45.2,-68.73,80,None,,NA,NA,Picea rubens; Tsuga canadensis,Temperate,Forest,Natural,Evergreen,Mature,Aquic Haplorthods,Medium,NA,NA,NA,NA,NA,5.5,1000,NA,NA,NA,IRGA,10,1,,820,NA,145,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,"Arrhenius, R=a exp(-b/c(T-d)), T in K",Positive,mg C/m2/hr,0,25,NA,0.82,10,90468.04,415.1,1,220.8,NA,Positive,2.69,3.6,2.9,2.5,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,-0.2,-0.27,45.25,-68.75,1021.04,5.87,1170.4,6.26,1996,178.117,0.742,0.839,7.63,6.26
199,00:00.0,1891,Savage,NA,,BBL,USA,Maine,Howland-MWD2,1996,1,45.2,-68.73,80,None,,NA,NA,Picea rubens; Tsuga canadensis,Temperate,Forest,Natural,Evergreen,Mature,Aquic Haplorthods,Medium,NA,NA,NA,NA,NA,5.5,1000,NA,NA,NA,IRGA,10,1,,740,NA,117,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,"Arrhenius, R=a exp(-b/c(T-d)), T in K",Positive,mg C/m2/hr,0,25,NA,0.82,10,73771.689,415.1,1,220.8,NA,Positive,2.22,3.6,2.9,2.5,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,-0.2,-0.27,45.25,-68.75,1021.04,5.87,1170.4,6.26,1996,178.117,0.742,0.839,7.63,6.26
200,00:00.0,1891,Savage,NA,,BBL,USA,Maine,Howland-VPD1,1996,1,45.2,-68.73,80,None,,NA,NA,Picea rubens; Tsuga canadensis,Temperate,Forest,Natural,Evergreen,Mature,Aquic Haplorthods,Wet,NA,NA,NA,NA,NA,5.5,1000,NA,NA,NA,IRGA,10,1,,500,NA,83,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,"Arrhenius, R=a exp(-b/c(T-d)), T in K",Positive,mg C/m2/hr,0,25,NA,0.81,10,58789.954,391,1,225.6,NA,Negative,1.53,4.2,3.3,2.7,3.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,-0.2,-0.27,45.25,-68.75,1021.04,5.87,1170.4,6.26,1996,178.117,0.742,0.839,7.63,6.26
201,00:00.0,1891,Savage,NA,,BBL,USA,Maine,Howland-VPD2,1996,1,45.2,-68.73,80,None,,NA,NA,Picea rubens; Tsuga canadensis,Temperate,Forest,Natural,Evergreen,Mature,Aquic Haplorthods,Wet,NA,NA,NA,NA,NA,5.5,1000,NA,NA,NA,IRGA,10,1,,460,NA,246,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,"Arrhenius, R=a exp(-b/c(T-d)), T in K",Positive,mg C/m2/hr,0,25,NA,0.81,10,49372.146,391,1,225.6,NA,Negative,1.28,4.2,3.3,2.7,3.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,-0.2,-0.27,45.25,-68.75,1021.04,5.87,1170.4,6.26,1996,178.117,0.742,0.839,7.63,6.26
202,00:00.0,1891,Savage,NA,,BBL,USA,Massachusetts,Harvard Forest-Prospect Hill-WD1,1997,1,42.53,-72.18,340,None,,NA,60,Acer rubrum; Quercus rubra,Temperate,Forest,Natural,Deciduous,Mature,Typic Dystrochrept,Dry,NA,NA,NA,NA,NA,8.5,1050,NA,NA,NA,IRGA,10,1,,640,NA,197,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,"Arrhenius, R=a exp(-b/c(T-d)), T in K",Positive,mg C/m2/hr,0,25,NA,0.67,10,85338.13,346.8,1,232.5,NA,Positive,2.1,5.4,3.9,3.1,4.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,0.47,0.18,42.75,-72.25,1077.37,7.47,912,6.53,1997,167.449,0.73,-0.988,7.765,6.53
203,00:00.0,1891,Savage,NA,,BBL,USA,Massachusetts,Harvard Forest-Prospect Hill-WD2,1997,1,42.53,-72.18,340,None,,NA,60,Acer rubrum; Quercus rubra,Temperate,Forest,Natural,Deciduous,Mature,Typic Dystrochrept,Dry,NA,NA,NA,NA,NA,8.5,1050,NA,NA,NA,IRGA,10,1,,630,NA,152,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,"Arrhenius, R=a exp(-b/c(T-d)), T in K",Positive,mg C/m2/hr,0,25,NA,0.67,10,81278.54,346.8,1,232.5,NA,Positive,2,5.4,3.9,3.1,4.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,0.47,0.18,42.75,-72.25,1077.37,7.47,912,6.53,1997,167.449,0.73,-0.988,7.765,6.53
204,00:00.0,1891,Savage,NA,,BBL,USA,Massachusetts,Harvard Forest-Prospect Hill-MD1,1997,1,42.53,-72.18,340,None,,NA,60,Acer rubrum; Quercus rubra,Temperate,Forest,Natural,Deciduous,Mature,Typic Dystrochrept,Medium,NA,NA,NA,NA,NA,8.5,1050,NA,NA,NA,IRGA,10,1,,700,NA,142,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,"Arrhenius, R=a exp(-b/c(T-d)), T in K",Positive,mg C/m2/hr,0,25,NA,0.67,10,78105.02,346.8,1,232.5,NA,Positive,1.92,5.4,3.9,3.1,4.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,0.47,0.18,42.75,-72.25,1077.37,7.47,912,6.53,1997,167.449,0.73,-0.988,7.765,6.53
205,00:00.0,1891,Savage,NA,,BBL,USA,Massachusetts,Harvard Forest-Prospect Hill-MD2,1997,1,42.53,-72.18,340,None,,NA,60,Acer rubrum; Quercus rubra,Temperate,Forest,Natural,Deciduous,Mature,Typic Dystrochrept,Medium,NA,NA,NA,NA,NA,8.5,1050,NA,NA,NA,IRGA,10,1,,570,NA,125,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,"Arrhenius, R=a exp(-b/c(T-d)), T in K",Positive,mg C/m2/hr,0,25,NA,0.67,10,71689.5,346.8,1,232.5,NA,Positive,1.76,5.4,3.9,3.1,4.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,0.47,0.18,42.75,-72.25,1077.37,7.47,912,6.53,1997,167.449,0.73,-0.988,7.765,6.53
206,00:00.0,1891,Savage,NA,,BBL,USA,Massachusetts,Harvard Forest-Prospect Hill-VPD,1997,1,42.53,-72.18,340,None,,NA,60,Acer rubrum; Quercus rubra,Temperate,Forest,Natural,Deciduous,Mature,Typic Dystrochrept,Wet,NA,NA,NA,NA,NA,8.5,1050,NA,NA,NA,IRGA,10,1,,370,NA,71,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,"Arrhenius, R=a exp(-b/c(T-d)), T in K",Positive,mg C/m2/hr,0,25,NA,0.64,10,49086.76,338.2,1,232.9,NA,Negative,1.36,5.3,3.9,3.1,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,0.47,0.18,42.75,-72.25,1077.37,7.47,912,6.53,1997,167.449,0.73,-0.988,7.765,6.53
207,00:00.0,1891,Savage,NA,,BBL,USA,Maine,Howland-WD,1997,1,45.2,-68.73,80,None,,NA,NA,Picea rubens; Tsuga canadensis,Temperate,Forest,Natural,Evergreen,Mature,Aquic Haplorthods,Dry,NA,NA,NA,NA,NA,5.5,1000,NA,NA,NA,IRGA,10,1,,800,NA,124,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,"Arrhenius, R=a exp(-b/c(T-d)), T in K",Positive,mg C/m2/hr,0,25,NA,0.82,10,98554.03,415.1,1,220.8,NA,Positive,2.93,3.6,2.9,2.5,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,-0.2,-0.27,45.25,-68.75,1021.04,5.87,746.7,5.53,1997,178.117,0.742,-1.54,7.265,5.53
208,00:00.0,1891,Savage,NA,,BBL,USA,Maine,Howland-MWD1,1997,1,45.2,-68.73,80,None,,NA,NA,Picea rubens; Tsuga canadensis,Temperate,Forest,Natural,Evergreen,Mature,Aquic Haplorthods,Medium,NA,NA,NA,NA,NA,5.5,1000,NA,NA,NA,IRGA,10,1,,680,NA,145,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,"Arrhenius, R=a exp(-b/c(T-d)), T in K",Positive,mg C/m2/hr,0,25,NA,0.82,10,90468.04,415.1,1,220.8,NA,Positive,2.69,3.6,2.9,2.5,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,-0.2,-0.27,45.25,-68.75,1021.04,5.87,746.7,5.53,1997,178.117,0.742,-1.54,7.265,5.53
209,00:00.0,1891,Savage,NA,,BBL,USA,Maine,Howland-MWD2,1997,1,45.2,-68.73,80,None,,NA,NA,Picea rubens; Tsuga canadensis,Temperate,Forest,Natural,Evergreen,Mature,Aquic Haplorthods,Medium,NA,NA,NA,NA,NA,5.5,1000,NA,NA,NA,IRGA,10,1,,540,NA,117,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,"Arrhenius, R=a exp(-b/c(T-d)), T in K",Positive,mg C/m2/hr,0,25,NA,0.82,10,73771.689,415.1,1,220.8,NA,Positive,2.22,3.6,2.9,2.5,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,-0.2,-0.27,45.25,-68.75,1021.04,5.87,746.7,5.53,1997,178.117,0.742,-1.54,7.265,5.53
210,00:00.0,1891,Savage,NA,,BBL,USA,Maine,Howland-VPD1,1997,1,45.2,-68.73,80,None,,NA,NA,Picea rubens; Tsuga canadensis,Temperate,Forest,Natural,Evergreen,Mature,Aquic Haplorthods,Wet,NA,NA,NA,NA,NA,5.5,1000,NA,NA,NA,IRGA,10,1,,470,NA,83,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,"Arrhenius, R=a exp(-b/c(T-d)), T in K",Positive,mg C/m2/hr,0,25,NA,0.81,10,58789.954,391,1,225.6,NA,Negative,1.53,4.2,3.3,2.7,3.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,-0.2,-0.27,45.25,-68.75,1021.04,5.87,746.7,5.53,1997,178.117,0.742,-1.54,7.265,5.53
211,00:00.0,1891,Savage,NA,,BBL,USA,Maine,Howland-VPD2,1997,1,45.2,-68.73,80,None,,NA,NA,Picea rubens; Tsuga canadensis,Temperate,Forest,Natural,Evergreen,Mature,Aquic Haplorthods,Wet,NA,NA,NA,NA,NA,5.5,1000,NA,NA,NA,IRGA,10,1,,370,NA,246,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,"Arrhenius, R=a exp(-b/c(T-d)), T in K",Positive,mg C/m2/hr,0,25,NA,0.81,10,49372.146,391,1,225.6,NA,Negative,1.28,4.2,3.3,2.7,3.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,-0.2,-0.27,45.25,-68.75,1021.04,5.87,746.7,5.53,1997,178.117,0.742,-1.54,7.265,5.53
212,00:00.0,1891,Savage,NA,,BBL,USA,Massachusetts,Harvard Forest-Prospect Hill-WD1,1998,1,42.53,-72.18,340,None,,NA,60,Acer rubrum; Quercus rubra,Temperate,Forest,Natural,Deciduous,Mature,Typic Dystrochrept,Dry,NA,NA,NA,NA,NA,8.5,1050,NA,NA,NA,IRGA,10,1,,940,NA,197,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,"Arrhenius, R=a exp(-b/c(T-d)), T in K",Positive,mg C/m2/hr,0,25,NA,0.67,10,85338.13,346.8,1,232.5,NA,Positive,2.1,5.4,3.9,3.1,4.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,0.47,0.18,42.75,-72.25,1077.37,7.47,928.6,8.23,1998,167.449,0.73,-0.888,8.615,8.23
213,00:00.0,1891,Savage,NA,,BBL,USA,Massachusetts,Harvard Forest-Prospect Hill-WD2,1998,1,42.53,-72.18,340,None,,NA,60,Acer rubrum; Quercus rubra,Temperate,Forest,Natural,Deciduous,Mature,Typic Dystrochrept,Dry,NA,NA,NA,NA,NA,8.5,1050,NA,NA,NA,IRGA,10,1,,990,NA,152,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,"Arrhenius, R=a exp(-b/c(T-d)), T in K",Positive,mg C/m2/hr,0,25,NA,0.67,10,81278.54,346.8,1,232.5,NA,Positive,2,5.4,3.9,3.1,4.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,0.47,0.18,42.75,-72.25,1077.37,7.47,928.6,8.23,1998,167.449,0.73,-0.888,8.615,8.23
214,00:00.0,1891,Savage,NA,,BBL,USA,Massachusetts,Harvard Forest-Prospect Hill-MD1,1998,1,42.53,-72.18,340,None,,NA,60,Acer rubrum; Quercus rubra,Temperate,Forest,Natural,Deciduous,Mature,Typic Dystrochrept,Medium,NA,NA,NA,NA,NA,8.5,1050,NA,NA,NA,IRGA,10,1,,810,NA,142,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,"Arrhenius, R=a exp(-b/c(T-d)), T in K",Positive,mg C/m2/hr,0,25,NA,0.67,10,78105.02,346.8,1,232.5,NA,Positive,1.92,5.4,3.9,3.1,4.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,0.47,0.18,42.75,-72.25,1077.37,7.47,928.6,8.23,1998,167.449,0.73,-0.888,8.615,8.23
215,00:00.0,1891,Savage,NA,,BBL,USA,Massachusetts,Harvard Forest-Prospect Hill-MD2,1998,1,42.53,-72.18,340,None,,NA,60,Acer rubrum; Quercus rubra,Temperate,Forest,Natural,Deciduous,Mature,Typic Dystrochrept,Medium,NA,NA,NA,NA,NA,8.5,1050,NA,NA,NA,IRGA,10,1,,710,NA,125,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,"Arrhenius, R=a exp(-b/c(T-d)), T in K",Positive,mg C/m2/hr,0,25,NA,0.67,10,71689.5,346.8,1,232.5,NA,Positive,1.76,5.4,3.9,3.1,4.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,0.47,0.18,42.75,-72.25,1077.37,7.47,928.6,8.23,1998,167.449,0.73,-0.888,8.615,8.23
216,00:00.0,1891,Savage,NA,,BBL,USA,Massachusetts,Harvard Forest-Prospect Hill-VPD,1998,1,42.53,-72.18,340,None,,NA,60,Acer rubrum; Quercus rubra,Temperate,Forest,Natural,Deciduous,Mature,Typic Dystrochrept,Wet,NA,NA,NA,NA,NA,8.5,1050,NA,NA,NA,IRGA,10,1,,400,NA,71,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,"Arrhenius, R=a exp(-b/c(T-d)), T in K",Positive,mg C/m2/hr,0,25,NA,0.64,10,49086.76,338.2,1,232.9,NA,Negative,1.36,5.3,3.9,3.1,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,0.47,0.18,42.75,-72.25,1077.37,7.47,928.6,8.23,1998,167.449,0.73,-0.888,8.615,8.23
217,00:00.0,1891,Savage,NA,,BBL,USA,Maine,Howland-WD,1998,1,45.2,-68.73,80,None,,NA,NA,Picea rubens; Tsuga canadensis,Temperate,Forest,Natural,Evergreen,Mature,Aquic Haplorthods,Dry,NA,NA,NA,NA,NA,5.5,1000,NA,NA,NA,IRGA,10,1,,890,NA,124,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,"Arrhenius, R=a exp(-b/c(T-d)), T in K",Positive,mg C/m2/hr,0,25,NA,0.82,10,98554.03,415.1,1,220.8,NA,Positive,2.93,3.6,2.9,2.5,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,-0.2,-0.27,45.25,-68.75,1021.04,5.87,953.7,7.09,1998,178.117,0.742,-0.378,8.045,7.09
218,00:00.0,1891,Savage,NA,,BBL,USA,Maine,Howland-MWD1,1998,1,45.2,-68.73,80,None,,NA,NA,Picea rubens; Tsuga canadensis,Temperate,Forest,Natural,Evergreen,Mature,Aquic Haplorthods,Medium,NA,NA,NA,NA,NA,5.5,1000,NA,NA,NA,IRGA,10,1,,840,NA,145,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,"Arrhenius, R=a exp(-b/c(T-d)), T in K",Positive,mg C/m2/hr,0,25,NA,0.82,10,90468.04,415.1,1,220.8,NA,Positive,2.69,3.6,2.9,2.5,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,-0.2,-0.27,45.25,-68.75,1021.04,5.87,953.7,7.09,1998,178.117,0.742,-0.378,8.045,7.09
219,00:00.0,1891,Savage,NA,,BBL,USA,Maine,Howland-MWD2,1998,1,45.2,-68.73,80,None,,NA,NA,Picea rubens; Tsuga canadensis,Temperate,Forest,Natural,Evergreen,Mature,Aquic Haplorthods,Medium,NA,NA,NA,NA,NA,5.5,1000,NA,NA,NA,IRGA,10,1,,680,NA,117,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,"Arrhenius, R=a exp(-b/c(T-d)), T in K",Positive,mg C/m2/hr,0,25,NA,0.82,10,73771.689,415.1,1,220.8,NA,Positive,2.22,3.6,2.9,2.5,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,-0.2,-0.27,45.25,-68.75,1021.04,5.87,953.7,7.09,1998,178.117,0.742,-0.378,8.045,7.09
220,00:00.0,1891,Savage,NA,,BBL,USA,Maine,Howland-VPD1,1998,1,45.2,-68.73,80,None,,NA,NA,Picea rubens; Tsuga canadensis,Temperate,Forest,Natural,Evergreen,Mature,Aquic Haplorthods,Wet,NA,NA,NA,NA,NA,5.5,1000,NA,NA,NA,IRGA,10,1,,550,NA,83,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,"Arrhenius, R=a exp(-b/c(T-d)), T in K",Positive,mg C/m2/hr,0,25,NA,0.81,10,58789.954,391,1,225.6,NA,Negative,1.53,4.2,3.3,2.7,3.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,-0.2,-0.27,45.25,-68.75,1021.04,5.87,953.7,7.09,1998,178.117,0.742,-0.378,8.045,7.09
221,00:00.0,1891,Savage,NA,,BBL,USA,Maine,Howland-VPD2,1998,1,45.2,-68.73,80,None,,NA,NA,Picea rubens; Tsuga canadensis,Temperate,Forest,Natural,Evergreen,Mature,Aquic Haplorthods,Wet,NA,NA,NA,NA,NA,5.5,1000,NA,NA,NA,IRGA,10,1,,410,NA,246,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,"Arrhenius, R=a exp(-b/c(T-d)), T in K",Positive,mg C/m2/hr,0,25,NA,0.81,10,49372.146,391,1,225.6,NA,Negative,1.28,4.2,3.3,2.7,3.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,-0.2,-0.27,45.25,-68.75,1021.04,5.87,953.7,7.09,1998,178.117,0.742,-0.378,8.045,7.09
222,00:00.0,1891,Savage,NA,,BBL,USA,Massachusetts,Harvard Forest-Prospect Hill-WD1,1999,1,42.53,-72.18,340,None,,NA,60,Acer rubrum; Quercus rubra,Temperate,Forest,Natural,Deciduous,Mature,Typic Dystrochrept,Dry,NA,NA,NA,NA,NA,8.5,1050,NA,NA,NA,IRGA,10,1,,620,NA,197,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,"Arrhenius, R=a exp(-b/c(T-d)), T in K",Positive,mg C/m2/hr,0,25,NA,0.67,10,85338.13,346.8,1,232.5,NA,Positive,2.1,5.4,3.9,3.1,4.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,0.47,0.18,42.75,-72.25,1077.37,7.47,990.2,8.01,1999,167.449,0.73,-0.521,8.505,8.01
223,00:00.0,1891,Savage,NA,,BBL,USA,Massachusetts,Harvard Forest-Prospect Hill-WD2,1999,1,42.53,-72.18,340,None,,NA,60,Acer rubrum; Quercus rubra,Temperate,Forest,Natural,Deciduous,Mature,Typic Dystrochrept,Dry,NA,NA,NA,NA,NA,8.5,1050,NA,NA,NA,IRGA,10,1,,440,NA,152,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,"Arrhenius, R=a exp(-b/c(T-d)), T in K",Positive,mg C/m2/hr,0,25,NA,0.67,10,81278.54,346.8,1,232.5,NA,Positive,2,5.4,3.9,3.1,4.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,0.47,0.18,42.75,-72.25,1077.37,7.47,990.2,8.01,1999,167.449,0.73,-0.521,8.505,8.01
